epoch,revenue,broker_num,mer,fund,Rank,participation_rate,current_investment,sampled_cross_txs,predicted_investment,fund_share,dominance_streak,critical_mer_cap,shock_exit_count,shock_fund_drop,optimizer_phase
48,18.000000,0,0.060000,10000,13,0.000000,10000.000000,1486,0.000000,0.500000,0,0.000000,0,0.000000,competition
49,17.800000,0,0.060000,10000,13,0.000000,10000.000000,1436,0.000000,0.500000,0,0.000000,0,0.000000,competition
50,17.700000,0,0.060000,10000,13,0.000000,10000.000000,1472,0.000000,0.500000,0,0.000000,0,0.000000,competition
51,17.200000,0,0.060000,10000,13,0.000000,10000.000000,1490,0.000000,0.500000,0,0.000000,0,0.000000,competition
52,21.900000,0,0.060000,10000,13,0.000000,10000.000000,1458,0.000000,0.500000,0,0.000000,0,0.000000,competition
53,19.600000,0,0.060000,10000,13,0.000000,10000.000000,1447,0.000000,0.500000,0,0.000000,0,0.000000,competition
54,17.200000,0,0.060000,10000,13,0.000000,10000.000000,1477,0.000000,0.500000,0,0.000000,0,0.000000,competition
55,16.800000,0,0.060000,10000,13,0.000000,10000.000000,1481,0.000000,0.500000,0,0.000000,0,0.000000,competition
56,16.800000,0,0.060000,10000,13,0.000000,10000.000000,1501,0.000000,0.500000,0,0.000000,0,0.000000,competition
57,17.800000,0,0.060000,10000,13,0.000000,10000.000000,1475,0.000000,0.500000,0,0.000000,0,0.000000,competition
58,22.900000,0,0.060000,10000,13,0.000000,10000.000000,1467,0.000000,0.500000,0,0.000000,0,0.000000,competition
59,17.600000,0,0.060000,10000,13,0.000000,10000.000000,1485,0.000000,0.500000,0,0.000000,0,0.000000,competition
60,22.300000,0,0.060000,10000,13,0.000000,10000.000000,1493,0.000000,0.500000,0,0.000000,0,0.000000,competition
61,17.500000,0,0.060000,10000,13,0.000000,10000.000000,1472,0.000000,0.500000,0,0.000000,0,0.000000,competition
62,16.800000,0,0.060000,10000,13,0.000000,10000.000000,1487,0.000000,0.500000,0,0.000000,0,0.000000,competition
63,16.600000,0,0.060000,10000,13,0.000000,10000.000000,1443,0.000000,0.500000,0,0.000000,0,0.000000,competition
64,24.600000,0,0.060000,10000,13,0.000000,10000.000000,1486,0.000000,0.500000,0,0.000000,0,0.000000,competition
65,17.200000,0,0.060000,10000,13,0.000000,10000.000000,1485,0.000000,0.500000,0,0.000000,0,0.000000,competition
66,16.600000,0,0.060000,10000,13,0.000000,10000.000000,1470,0.000000,0.500000,0,0.000000,0,0.000000,competition
67,17.300000,0,0.060000,10000,13,0.000000,10000.000000,1460,0.000000,0.500000,0,0.000000,0,0.000000,competition
68,16.900000,0,0.060000,10000,13,0.000000,10000.000000,1475,0.000000,0.500000,0,0.000000,0,0.000000,competition
69,17.400000,0,0.060000,10000,13,0.000000,10000.000000,1467,0.000000,0.500000,0,0.000000,0,0.000000,competition
70,16.100000,0,0.060000,10000,13,0.000000,10000.000000,1459,0.000000,0.500000,0,0.000000,0,0.000000,competition
71,17.500000,0,0.060000,10000,13,0.000000,10000.000000,1498,0.000000,0.500000,0,0.000000,0,0.000000,competition
72,16.400000,0,0.060000,10000,13,0.000000,10000.000000,1476,0.000000,0.500000,0,0.000000,0,0.000000,competition
73,17.200000,0,0.060000,10000,13,0.000000,10000.000000,1461,0.000000,0.500000,0,0.000000,0,0.000000,competition
74,17.600000,0,0.060000,10000,13,0.000000,10000.000000,1482,0.000000,0.500000,0,0.000000,0,0.000000,competition
75,16.700000,0,0.060000,10000,13,0.000000,10000.000000,1475,0.000000,0.500000,0,0.000000,0,0.000000,competition
76,21.200000,0,0.060000,10000,13,0.000000,10000.000000,1499,0.000000,0.500000,0,0.000000,0,0.000000,competition
77,16.400000,0,0.060000,10000,13,0.000000,10000.000000,1457,0.000000,0.500000,0,0.000000,0,0.000000,competition
78,15.900000,0,0.060000,10000,13,0.000000,10000.000000,1471,0.000000,0.500000,0,0.000000,0,0.000000,competition
79,22.700000,0,0.060000,10000,13,0.000000,10000.000000,1471,0.000000,0.500000,0,0.000000,0,0.000000,competition
80,17.500000,0,0.060000,10000,13,0.000000,10000.000000,1471,0.000000,0.500000,0,0.000000,0,0.000000,competition
81,21.600000,0,0.060000,10000,13,0.000000,10000.000000,1473,0.000000,0.500000,0,0.000000,0,0.000000,competition
82,16.900000,0,0.060000,10000,13,0.000000,10000.000000,1473,0.000000,0.500000,0,0.000000,0,0.000000,competition
83,24.100000,0,0.060000,10000,13,0.000000,10000.000000,1470,0.000000,0.500000,0,0.000000,0,0.000000,competition
84,16.000000,0,0.060000,10000,13,0.000000,10000.000000,1487,0.000000,0.500000,0,0.000000,0,0.000000,competition
85,16.300000,0,0.060000,10000,13,0.000000,10000.000000,1481,0.000000,0.500000,0,0.000000,0,0.000000,competition
86,16.800000,0,0.060000,10000,13,0.000000,10000.000000,1471,0.000000,0.500000,0,0.000000,0,0.000000,competition
87,16.100000,0,0.060000,10000,13,0.000000,10000.000000,1475,0.000000,0.500000,0,0.000000,0,0.000000,competition
88,16.900000,0,0.060000,10000,13,0.000000,10000.000000,1476,0.000000,0.500000,0,0.000000,0,0.000000,competition
89,17.400000,0,0.060000,10000,13,0.000000,10000.000000,1455,0.000000,0.500000,0,0.000000,0,0.000000,competition
90,16.200000,0,0.060000,10000,13,0.000000,10000.000000,1499,0.000000,0.500000,0,0.000000,0,0.000000,competition
91,22.800000,0,0.060000,10000,13,0.000000,10000.000000,1455,0.000000,0.500000,0,0.000000,0,0.000000,competition
92,17.400000,0,0.060000,10000,13,0.000000,10000.000000,1468,0.000000,0.500000,0,0.000000,0,0.000000,competition
93,16.600000,0,0.060000,10000,13,0.000000,10000.000000,1470,0.000000,0.500000,0,0.000000,0,0.000000,competition
94,16.800000,0,0.060000,10000,13,0.000000,10000.000000,1480,0.000000,0.500000,0,0.000000,0,0.000000,competition
95,15.900000,0,0.060000,10000,13,0.000000,10000.000000,1495,0.000000,0.500000,0,0.000000,0,0.000000,competition
96,21.300000,0,0.060000,10000,13,0.000000,10000.000000,1453,0.000000,0.500000,0,0.000000,0,0.000000,competition
97,16.400000,0,0.060000,10000,13,0.000000,10000.000000,1467,0.000000,0.500000,0,0.000000,0,0.000000,competition
98,20.400000,0,0.060000,10000,13,0.000000,10000.000000,1490,0.000000,0.500000,0,0.000000,0,0.000000,competition
99,16.000000,0,0.060000,10000,13,0.000000,10000.000000,1468,0.000000,0.500000,0,0.000000,0,0.000000,competition
100,21.200000,0,0.060000,10000,13,0.000000,10000.000000,1483,0.000000,0.500000,0,0.000000,0,0.000000,competition
101,21.800000,0,0.060000,10000,13,0.000000,10000.000000,1459,0.000000,0.500000,0,0.000000,0,0.000000,competition
102,22.700000,0,0.060000,10000,13,0.000000,10000.000000,1445,0.000000,0.500000,0,0.000000,0,0.000000,competition
103,15.600000,0,0.060000,10000,13,0.000000,10000.000000,1464,0.000000,0.500000,0,0.000000,0,0.000000,competition
104,15.600000,0,0.060000,10000,13,0.000000,10000.000000,1434,0.000000,0.500000,0,0.000000,0,0.000000,competition
105,16.500000,0,0.060000,10000,13,0.000000,10000.000000,1488,0.000000,0.500000,0,0.000000,0,0.000000,competition
106,16.500000,0,0.060000,10000,13,0.000000,10000.000000,1484,0.000000,0.500000,0,0.000000,0,0.000000,competition
107,16.100000,0,0.060000,10000,13,0.000000,10000.000000,1472,0.000000,0.500000,0,0.000000,0,0.000000,competition
108,16.400000,0,0.060000,10000,13,0.000000,10000.000000,1461,0.000000,0.500000,0,0.000000,0,0.000000,competition
109,15.800000,0,0.060000,10000,13,0.000000,10000.000000,1446,0.000000,0.500000,0,0.000000,0,0.000000,competition
110,17.000000,0,0.060000,10000,13,0.000000,10000.000000,1497,0.000000,0.500000,0,0.000000,0,0.000000,competition
111,15.800000,0,0.060000,10000,13,0.000000,10000.000000,1479,0.000000,0.500000,0,0.000000,0,0.000000,competition
112,20.600000,0,0.060000,10000,13,0.000000,10000.000000,1459,0.000000,0.500000,0,0.000000,0,0.000000,competition
113,15.500000,0,0.060000,10000,13,0.000000,10000.000000,1453,0.000000,0.500000,0,0.000000,0,0.000000,competition
114,22.600000,0,0.060000,10000,13,0.000000,10000.000000,1501,0.000000,0.500000,0,0.000000,0,0.000000,competition
115,21.900000,0,0.060000,10000,13,0.000000,10000.000000,1485,0.000000,0.500000,0,0.000000,0,0.000000,competition
116,21.400000,0,0.060000,10000,13,0.000000,10000.000000,1472,0.000000,0.500000,0,0.000000,0,0.000000,competition
117,20.700000,0,0.060000,10000,13,0.000000,10000.000000,1455,0.000000,0.500000,0,0.000000,0,0.000000,competition
118,14.900000,0,0.060000,10000,13,0.000000,10000.000000,1473,0.000000,0.500000,0,0.000000,0,0.000000,competition
119,15.700000,0,0.060000,10000,13,0.000000,10000.000000,1491,0.000000,0.500000,0,0.000000,0,0.000000,competition
120,15.500000,0,0.060000,10000,13,0.000000,10000.000000,1491,0.000000,0.500000,0,0.000000,0,0.000000,competition
121,15.100000,0,0.060000,10000,13,0.000000,10000.000000,1471,0.000000,0.500000,0,0.000000,0,0.000000,competition
122,16.900000,0,0.060000,10000,13,0.000000,10000.000000,1491,0.000000,0.500000,0,0.000000,0,0.000000,competition
123,16.100000,0,0.060000,10000,13,0.000000,10000.000000,1470,0.000000,0.500000,0,0.000000,0,0.000000,competition
124,15.900000,0,0.060000,10000,13,0.000000,10000.000000,1441,0.000000,0.500000,0,0.000000,0,0.000000,competition
125,15.700000,0,0.060000,10000,13,0.000000,10000.000000,1473,0.000000,0.500000,0,0.000000,0,0.000000,competition
126,16.100000,0,0.060000,10000,13,0.000000,10000.000000,1492,0.000000,0.500000,0,0.000000,0,0.000000,competition
127,16.300000,0,0.060000,10000,13,0.000000,10000.000000,1464,0.000000,0.500000,0,0.000000,0,0.000000,competition
128,17.400000,0,0.060000,10000,13,0.000000,10000.000000,1449,0.000000,0.500000,0,0.000000,0,0.000000,competition
129,15.800000,0,0.060000,10000,13,0.000000,10000.000000,1468,0.000000,0.500000,0,0.000000,0,0.000000,competition
130,16.200000,0,0.060000,10000,13,0.000000,10000.000000,1493,0.000000,0.500000,0,0.000000,0,0.000000,competition
131,21.200000,0,0.060000,10000,13,0.000000,10000.000000,1476,0.000000,0.500000,0,0.000000,0,0.000000,competition
132,16.500000,0,0.060000,10000,13,0.000000,10000.000000,1495,0.000000,0.500000,0,0.000000,0,0.000000,competition
133,20.300000,0,0.060000,10000,13,0.000000,10000.000000,1456,0.000000,0.500000,0,0.000000,0,0.000000,competition
134,20.600000,0,0.060000,10000,13,0.000000,10000.000000,1464,0.000000,0.500000,0,0.000000,0,0.000000,competition
135,22.800000,0,0.060000,10000,13,0.000000,10000.000000,1450,0.000000,0.500000,0,0.000000,0,0.000000,competition
136,14.800000,0,0.060000,10000,13,0.000000,10000.000000,1480,0.000000,0.500000,0,0.000000,0,0.000000,competition
137,15.000000,0,0.060000,10000,13,0.000000,10000.000000,1464,0.000000,0.500000,0,0.000000,0,0.000000,competition
138,15.100000,0,0.060000,10000,13,0.000000,10000.000000,1494,0.000000,0.500000,0,0.000000,0,0.000000,competition
139,14.400000,0,0.060000,10000,13,0.000000,10000.000000,1443,0.000000,0.500000,0,0.000000,0,0.000000,competition
140,20.800000,0,0.060000,10000,13,0.000000,10000.000000,1471,0.000000,0.500000,0,0.000000,0,0.000000,competition
141,14.300000,0,0.060000,10000,13,0.000000,10000.000000,1487,0.000000,0.500000,0,0.000000,0,0.000000,competition
142,22.300000,0,0.060000,10000,13,0.000000,10000.000000,1497,0.000000,0.500000,0,0.000000,0,0.000000,competition
143,15.400000,0,0.060000,10000,13,0.000000,10000.000000,1465,0.000000,0.500000,0,0.000000,0,0.000000,competition
144,17.000000,0,0.060000,10000,13,0.000000,10000.000000,1460,0.000000,0.500000,0,0.000000,0,0.000000,competition
145,15.200000,0,0.060000,10000,13,0.000000,10000.000000,1469,0.000000,0.500000,0,0.000000,0,0.000000,competition
146,21.600000,0,0.060000,10000,13,0.000000,10000.000000,1501,0.000000,0.500000,0,0.000000,0,0.000000,competition
147,15.700000,0,0.060000,10000,13,0.000000,10000.000000,1460,0.000000,0.500000,0,0.000000,0,0.000000,competition
148,14.600000,0,0.060000,10000,13,0.000000,10000.000000,1467,0.000000,0.500000,0,0.000000,0,0.000000,competition
149,15.800000,0,0.060000,10000,13,0.000000,10000.000000,1464,0.000000,0.500000,0,0.000000,0,0.000000,competition
150,16.900000,0,0.060000,10000,13,0.000000,10000.000000,1486,0.000000,0.500000,0,0.000000,0,0.000000,competition
151,14.400000,0,0.060000,10000,13,0.000000,10000.000000,1449,0.000000,0.500000,0,0.000000,0,0.000000,competition
152,15.300000,0,0.060000,10000,13,0.000000,10000.000000,1462,0.000000,0.500000,0,0.000000,0,0.000000,competition
153,14.100000,0,0.060000,10000,13,0.000000,10000.000000,1454,0.000000,0.500000,0,0.000000,0,0.000000,competition
154,21.800000,0,0.060000,10000,13,0.000000,10000.000000,1476,0.000000,0.500000,0,0.000000,0,0.000000,competition
155,22.100000,0,0.060000,10000,13,0.000000,10000.000000,1485,0.000000,0.500000,0,0.000000,0,0.000000,competition
156,15.100000,0,0.060000,10000,13,0.000000,10000.000000,1529,0.000000,0.500000,0,0.000000,0,0.000000,competition
157,22.800000,0,0.060000,10000,13,0.000000,10000.000000,1471,0.000000,0.500000,0,0.000000,0,0.000000,competition
158,14.900000,0,0.060000,10000,13,0.000000,10000.000000,1480,0.000000,0.500000,0,0.000000,0,0.000000,competition
159,22.300000,0,0.060000,10000,13,0.000000,10000.000000,1453,0.000000,0.500000,0,0.000000,0,0.000000,competition
160,13.900000,0,0.060000,10000,13,0.000000,10000.000000,1490,0.000000,0.500000,0,0.000000,0,0.000000,competition
161,14.200000,0,0.060000,10000,13,0.000000,10000.000000,1470,0.000000,0.500000,0,0.000000,0,0.000000,competition
162,15.400000,0,0.060000,10000,13,0.000000,10000.000000,1454,0.000000,0.500000,0,0.000000,0,0.000000,competition
163,14.900000,0,0.060000,10000,13,0.000000,10000.000000,1474,0.000000,0.500000,0,0.000000,0,0.000000,competition
164,22.800000,0,0.060000,10000,13,0.000000,10000.000000,1467,0.000000,0.500000,0,0.000000,0,0.000000,competition
165,21.500000,0,0.060000,10000,13,0.000000,10000.000000,1477,0.000000,0.500000,0,0.000000,0,0.000000,competition
166,20.700000,0,0.060000,10000,13,0.000000,10000.000000,1453,0.000000,0.500000,0,0.000000,0,0.000000,competition
167,14.100000,0,0.060000,10000,13,0.000000,10000.000000,1466,0.000000,0.500000,0,0.000000,0,0.000000,competition
168,15.200000,0,0.060000,10000,13,0.000000,10000.000000,1456,0.000000,0.500000,0,0.000000,0,0.000000,competition
169,21.500000,0,0.060000,10000,13,0.000000,10000.000000,1476,0.000000,0.500000,0,0.000000,0,0.000000,competition
170,24.900000,0,0.060000,10000,13,0.000000,10000.000000,1460,0.000000,0.500000,0,0.000000,0,0.000000,competition
171,16.700000,0,0.060000,10000,13,0.000000,10000.000000,1470,0.000000,0.500000,0,0.000000,0,0.000000,competition
172,15.200000,0,0.060000,10000,13,0.000000,10000.000000,1460,0.000000,0.500000,0,0.000000,0,0.000000,competition
173,20.600000,0,0.060000,10000,13,0.000000,10000.000000,1488,0.000000,0.500000,0,0.000000,0,0.000000,competition
174,15.100000,0,0.060000,10000,13,0.000000,10000.000000,1479,0.000000,0.500000,0,0.000000,0,0.000000,competition
175,14.400000,0,0.060000,10000,13,0.000000,10000.000000,1477,0.000000,0.500000,0,0.000000,0,0.000000,competition
176,22.500000,0,0.060000,10000,13,0.000000,10000.000000,1486,0.000000,0.500000,0,0.000000,0,0.000000,competition
177,22.300000,0,0.060000,10000,13,0.000000,10000.000000,1462,0.000000,0.500000,0,0.000000,0,0.000000,competition
178,15.200000,0,0.060000,10000,13,0.000000,10000.000000,1482,0.000000,0.500000,0,0.000000,0,0.000000,competition
179,22.700000,0,0.060000,10000,13,0.000000,10000.000000,1496,0.000000,0.500000,0,0.000000,0,0.000000,competition
180,15.100000,0,0.060000,10000,13,0.000000,10000.000000,1480,0.000000,0.500000,0,0.000000,0,0.000000,competition
181,15.300000,0,0.060000,10000,13,0.000000,10000.000000,1468,0.000000,0.500000,0,0.000000,0,0.000000,competition
182,15.400000,0,0.060000,10000,13,0.000000,10000.000000,1478,0.000000,0.500000,0,0.000000,0,0.000000,competition
183,13.900000,0,0.060000,10000,13,0.000000,10000.000000,1487,0.000000,0.500000,0,0.000000,0,0.000000,competition
184,14.500000,0,0.060000,10000,13,0.000000,10000.000000,1486,0.000000,0.500000,0,0.000000,0,0.000000,competition
185,21.500000,0,0.060000,10000,13,0.000000,10000.000000,1489,0.000000,0.500000,0,0.000000,0,0.000000,competition
186,15.500000,0,0.060000,10000,13,0.000000,10000.000000,1488,0.000000,0.500000,0,0.000000,0,0.000000,competition
187,22.200000,0,0.060000,10000,13,0.000000,10000.000000,1462,0.000000,0.500000,0,0.000000,0,0.000000,competition
188,14.600000,0,0.060000,10000,13,0.000000,10000.000000,1454,0.000000,0.500000,0,0.000000,0,0.000000,competition
189,14.900000,0,0.060000,10000,13,0.000000,10000.000000,1481,0.000000,0.500000,0,0.000000,0,0.000000,competition
190,22.700000,0,0.060000,10000,13,0.000000,10000.000000,1431,0.000000,0.500000,0,0.000000,0,0.000000,competition
191,14.600000,0,0.060000,10000,13,0.000000,10000.000000,1462,0.000000,0.500000,0,0.000000,0,0.000000,competition
192,20.600000,0,0.060000,10000,13,0.000000,10000.000000,1475,0.000000,0.500000,0,0.000000,0,0.000000,competition
193,13.000000,0,0.060000,10000,13,0.000000,10000.000000,1468,0.000000,0.500000,0,0.000000,0,0.000000,competition
194,13.900000,0,0.060000,10000,13,0.000000,10000.000000,1452,0.000000,0.500000,0,0.000000,0,0.000000,competition
195,16.100000,0,0.060000,10000,13,0.000000,10000.000000,1459,0.000000,0.500000,0,0.000000,0,0.000000,competition
196,15.700000,0,0.060000,10000,13,0.000000,10000.000000,1476,0.000000,0.500000,0,0.000000,0,0.000000,competition
197,16.000000,0,0.060000,10000,13,0.000000,10000.000000,1475,0.000000,0.500000,0,0.000000,0,0.000000,competition
198,14.600000,0,0.060000,10000,13,0.000000,10000.000000,1460,0.000000,0.500000,0,0.000000,0,0.000000,competition
199,15.500000,0,0.060000,10000,13,0.000000,10000.000000,1467,0.000000,0.500000,0,0.000000,0,0.000000,competition
200,21.900000,0,0.060000,10000,13,0.000000,10000.000000,1457,0.000000,0.500000,0,0.000000,0,0.000000,competition
201,15.600000,0,0.060000,10000,13,0.000000,10000.000000,1467,0.000000,0.500000,0,0.000000,0,0.000000,competition
202,21.800000,0,0.060000,10000,13,0.000000,10000.000000,1485,0.000000,0.500000,0,0.000000,0,0.000000,competition
203,22.400000,0,0.060000,10000,13,0.000000,10000.000000,1482,0.000000,0.500000,0,0.000000,0,0.000000,competition
204,22.200000,0,0.060000,10000,13,0.000000,10000.000000,1478,0.000000,0.500000,0,0.000000,0,0.000000,competition
205,15.100000,0,0.060000,10000,13,0.000000,10000.000000,1483,0.000000,0.500000,0,0.000000,0,0.000000,competition
206,23.000000,0,0.060000,10000,13,0.000000,10000.000000,1491,0.000000,0.500000,0,0.000000,0,0.000000,competition
207,14.600000,0,0.060000,10000,13,0.000000,10000.000000,1461,0.000000,0.500000,0,0.000000,0,0.000000,competition
208,13.300000,0,0.060000,10000,13,0.000000,10000.000000,1510,0.000000,0.500000,0,0.000000,0,0.000000,competition
209,16.500000,0,0.060000,10000,13,0.000000,10000.000000,1469,0.000000,0.500000,0,0.000000,0,0.000000,competition
210,14.700000,0,0.060000,10000,13,0.000000,10000.000000,1460,0.000000,0.500000,0,0.000000,0,0.000000,competition
211,21.200000,0,0.060000,10000,13,0.000000,10000.000000,1472,0.000000,0.500000,0,0.000000,0,0.000000,competition
212,14.000000,0,0.060000,10000,13,0.000000,10000.000000,1466,0.000000,0.500000,0,0.000000,0,0.000000,competition
213,13.500000,0,0.060000,10000,13,0.000000,10000.000000,1470,0.000000,0.500000,0,0.000000,0,0.000000,competition
214,14.700000,0,0.060000,10000,13,0.000000,10000.000000,1481,0.000000,0.500000,0,0.000000,0,0.000000,competition
215,21.400000,0,0.060000,10000,13,0.000000,10000.000000,1442,0.000000,0.500000,0,0.000000,0,0.000000,competition
216,14.100000,0,0.060000,10000,13,0.000000,10000.000000,1475,0.000000,0.500000,0,0.000000,0,0.000000,competition
217,15.700000,0,0.060000,10000,13,0.000000,10000.000000,1516,0.000000,0.500000,0,0.000000,0,0.000000,competition
218,15.300000,0,0.060000,10000,13,0.000000,10000.000000,1474,0.000000,0.500000,0,0.000000,0,0.000000,competition
219,15.100000,0,0.060000,10000,13,0.000000,10000.000000,1480,0.000000,0.500000,0,0.000000,0,0.000000,competition
220,14.300000,0,0.060000,10000,13,0.000000,10000.000000,1460,0.000000,0.500000,0,0.000000,0,0.000000,competition
221,12.900000,0,0.060000,10000,13,0.000000,10000.000000,1498,0.000000,0.500000,0,0.000000,0,0.000000,competition
222,14.700000,0,0.060000,10000,13,0.000000,10000.000000,1505,0.000000,0.500000,0,0.000000,0,0.000000,competition
223,13.500000,0,0.060000,10000,13,0.000000,10000.000000,1472,0.000000,0.500000,0,0.000000,0,0.000000,competition
224,23.000000,0,0.060000,10000,13,0.000000,10000.000000,1476,0.000000,0.500000,0,0.000000,0,0.000000,competition
225,14.800000,0,0.060000,10000,13,0.000000,10000.000000,1517,0.000000,0.500000,0,0.000000,0,0.000000,competition
226,15.300000,0,0.060000,10000,13,0.000000,10000.000000,1505,0.000000,0.500000,0,0.000000,0,0.000000,competition
227,15.300000,0,0.060000,10000,13,0.000000,10000.000000,1472,0.000000,0.500000,0,0.000000,0,0.000000,competition
228,20.700000,0,0.060000,10000,13,0.000000,10000.000000,1464,0.000000,0.500000,0,0.000000,0,0.000000,competition
229,21.300000,0,0.060000,10000,13,0.000000,10000.000000,1496,0.000000,0.500000,0,0.000000,0,0.000000,competition
230,14.400000,0,0.060000,10000,13,0.000000,10000.000000,1448,0.000000,0.500000,0,0.000000,0,0.000000,competition
